V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
356710587.921021,415752837.962251,471731052.931415,547854402.193427,621215300.123709,697821384.207146,779828300.679327,858114955.796333,945808998.348548,1038738732.31138,1141331311.11278,1227926281.02825,1341169323.99968,1442735953.11941,1548935680.64724,1652747077.04985,1764439748.05423,1872361034.10703,1998394844.37947,2106105076.43711
367589489.887676,427817601.367549,483613813.049287,560337465.745279,633122902.322002,710707372.781822,788007913.574793,860795340.920476,954044502.771718,1038141138.02431,1141739363.0316,1234854225.40244,1348721269.45055,1454091244.38285,1556595807.22613,1647358067.23549,1758346841.87615,1861346919.51415,1987380267.11951,2082486127.23693
391667964.285805,457889741.195414,510841679.522899,589676319.877609,664252423.996785,746939226.000986,830586148.399625,917607393.051272,1000251341.59999,1097076411.1011,1202973981.75783,1301524751.47841,1405956181.1597,1509640307.37937,1608466429.48941,1719917579.11046,1823747384.35041,1941278661.85649,2064512972.85967,2183693262.35905
359543647.777061,417519573.729027,475431330.428344,556599165.133338,631937164.835922,709298235.969563,793497606.465102,869403262.490767,960471739.370593,1051078592.59902,1161897525.9164,1250317501.96833,1360424260.30214,1464795965.86789,1575447196.94879,1684858652.01537,1804095631.24315,1926789163.66085,2044660896.87655,2156677345.17002
367007931.313221,429462414.236889,485674547.584086,565947241.54644,636965051.186234,718884791.420065,804010297.616909,886141407.473961,977736067.592267,1069275597.3417,1174453059.73982,1260866442.17072,1373070266.53471,1476805954.33178,1592678874.95256,1690555982.21401,1808035882.86079,1937536463.65624,2067943726.39577,2178981472.56902
408627939.08409,476590201.577025,537048889.501565,617414819.56065,688039961.57253,762083995.663126,843172392.583128,926516328.107511,1006392832.77521,1096228478.47849,1198371298.38292,1281445916.68601,1389536841.87188,1486176592.41429,1594480782.0048,1702043536.10949,1791745211.17628,1913642765.15709,2013809722.31531,2120572031.40707
387618838.771007,450727947.629294,510128743.145808,594664559.284468,671573126.841126,754966700.970765,842719256.10738,930448496.880023,1023374524.783,1117687501.50656,1228741089.45353,1321457924.82816,1433094921.82154,1540116577.64086,1656019253.30988,1760789732.99388,1868763860.45268,1991128541.5368,2129797357.25684,2250082437.72925
436480638.313691,495463298.326809,554093077.935379,634517258.201312,697959078.76703,770157486.322964,864407322.707418,942444898.56985,1034319374.87085,1128475151.19358,1244022774.10924,1327547188.55896,1428786178.88629,1522045495.8891,1634177369.57925,1740934882.32992,1830280014.17362,1942984501.82646,2084769464.50204,2196458426.18852
418511755.263458,481651567.952038,537234935.65343,617283340.624996,693527553.106635,772586729.477814,863164398.30498,947644082.9629,1038771756.98299,1131450194.47193,1245126453.96093,1339488894.28861,1461146262.88309,1561041610.99298,1680285430.79776,1800182445.40714,1907310520.19803,2026696141.12174,2154995256.46486,2257335014.09597
392963156.232172,456590539.285361,510579163.118882,594468631.258226,663285229.25276,744919116.348528,832043760.705022,913236680.998791,1007146524.88871,1100648672.80824,1198246688.77585,1287670989.59335,1403230975.86131,1507591192.71245,1621795223.45035,1722491232.09724,1839612312.76716,1963670848.46727,2092853552.63548,2208431185.48018
375088173.724994,435196220.51267,494585812.59568,574554804.652094,648298353.776543,727584091.644009,811080676.290616,891674385.053347,982663007.106356,1070110350.09253,1182211552.30919,1269658461.98628,1386733223.29109,1492395297.45419,1605006207.72264,1712253730.8138,1826300738.03773,1953527489.63283,2082901219.18471,2199311169.98562
355519545.709192,418496647.795536,474899212.040834,554599857.013689,625276925.472857,705133861.194796,791554494.901955,874617135.835578,963156127.437511,1052084788.71988,1161302786.48172,1248902988.24816,1367531163.33051,1477752215.36587,1577042847.5648,1680513730.54311,1791753518.11863,1913438263.75209,2040777759.35627,2148969177.64964
340788015.821352,403618222.621286,459147711.574075,537657199.462415,607907245.216149,687038540.613748,773944904.423942,855388229.573938,943355715.543187,1032812745.31416,1139291636.40793,1229211964.65391,1342919920.19914,1445223028.68855,1547520214.99286,1645455264.63004,1757069714.31492,1871570294.44869,1996302856.63784,2104567659.38537
427888464.005873,489456790.765744,552447277.640094,631938800.328108,698458015.205825,770282843.273522,855327187.472994,947600524.172589,1038906076.7129,1137035815.40713,1238135371.00543,1325320255.8427,1435464273.4119,1549807760.4581,1667057235.15545,1765871965.88919,1887194103.88021,1987667295.95423,2109657805.95877,2234534484.67665
386976527.036449,451404893.64592,510545468.051351,592337564.775515,664037994.39742,746352649.814926,836498825.602015,919128224.198124,1015837064.6787,1109143411.66279,1222989927.91308,1314852580.34127,1436349063.55456,1544052742.24469,1660160344.0142,1759084976.59724,1874430390.40276,2008882639.47318,2143521706.01134,2258930738.95676
414779768.245759,476880310.947784,538141432.139279,615359026.65772,685438675.684336,767330045.524519,848105794.615363,935263731.539614,1030254019.56284,1129369215.0687,1234269687.93207,1314333710.87625,1428104717.47301,1547757615.14499,1640405403.02617,1757707029.28107,1868689957.16832,1973513841.11924,2101746347.30346,2220845472.72527
384363825.348255,449148132.228451,502993796.962782,579930993.598118,656107933.287836,737082251.011689,817658990.247569,902143584.489617,990515696.032474,1076969203.75604,1183687460.80237,1275905053.42826,1383997303.31447,1493197996.59907,1601026404.95195,1698920059.73145,1809447894.30801,1929711143.14069,2052295281.31282,2153902936.57532
373782565.723421,433411244.630055,491990776.115912,568378775.263168,645212774.113809,721264105.821273,804021930.004536,886036501.768737,977809516.232947,1064763804.20058,1166937903.83859,1253598278.73873,1366500751.8321,1470094296.37737,1572864083.93107,1661400872.09535,1773380421.46246,1897319210.3538,2026894739.25326,2126923177.42305
355671772.011543,416481415.515394,471155565.1916,548657701.096283,618585875.609595,694661899.703204,777722402.744801,858768697.359066,945899430.775768,1037917264.71196,1146798695.40734,1237355065.9522,1350604949.01944,1454700929.15736,1559448844.82736,1664270020.00716,1768685910.33125,1892536895.23239,2011879174.55317,2118244704.72835
342872143.616805,403390181.306919,460138441.701899,536266699.335732,607709497.681474,684681184.272239,768453446.504616,849299879.339467,936530603.688784,1025491194.36321,1127574536.68349,1209326808.63932,1318864808.78794,1422427543.98386,1530114775.79692,1629467235.52559,1738776002.10826,1856671471.472,1984603607.52286,2099357044.53584
355590251.396192,413189373.031596,468897481.299594,549528666.535931,620118802.838149,696101185.926074,783816063.350942,867221547.211693,953980420.61437,1044711772.0251,1149853376.72451,1241566639.20469,1353063002.43537,1459287089.43891,1567281642.97689,1669064171.64361,1784006479.80385,1900059835.16161,2033369383.41611,2139026542.49502
342489060.355422,402063974.08658,457284727.061989,535781687.744102,608852925.831259,688275136.511561,770025408.58068,852736540.392264,942895455.918159,1033466209.39246,1136436330.94568,1224129624.5319,1334906671.73932,1441542123.03738,1551135340.66214,1655646897.12964,1766045563.61016,1889749751.70395,2017859497.90253,2129030055.85476
376380496.736737,436120305.404073,489987746.615636,571951672.71193,637605356.902944,721572147.983246,803976946.062998,879090715.535728,971052468.362048,1057423166.4393,1154790706.9697,1234870069.24866,1349672015.9353,1445556271.66857,1553300667.33831,1655326945.70938,1765040076.44042,1884624393.86181,2008879869.98091,2110569001.28632
403056733.572043,466095850.842862,523980782.442443,604968792.640598,680763450.520119,759124810.198002,850463532.254062,933662593.617261,1030343612.08868,1128625814.8759,1236377004.71295,1321704088.57279,1440720194.22409,1550352454.72036,1658872628.20126,1750015905.46278,1851802862.91671,1984909038.61825,2109573091.84907,2207733421.96551
354819556.326346,412710383.00226,467657076.113958,547687638.748464,615902067.976095,697341075.386488,778452707.445704,857582344.024299,944537967.112183,1033960852.19167,1137237537.54027,1224267822.33172,1335852304.56245,1440955533.36781,1544974203.21236,1638289420.11408,1747153670.55504,1863257729.72075,1987182851.80757,2101307380.47658
417403201.916244,481246975.218763,542488848.52749,623449643.68044,700544596.220043,783768079.255009,874072798.738105,961092665.511772,1050434084.82812,1149361659.08341,1255660614.91433,1348678868.84428,1465276466.8286,1578254141.24568,1690257565.36685,1794100846.92154,1913852237.71018,2044992712.68276,2170280848.5613,2286987559.14298
470249068.291586,539506725.204513,602550000.347041,686875514.154985,766025940.766846,860488060.258132,957793379.15892,1046855568.39264,1150477614.30021,1255504729.90655,1365767022.13421,1457487931.28762,1587154996.36084,1715981439.66765,1836622609.12502,1944045682.02131,2074406009.64717,2201979048.4959,2336562712.31833,2473559173.45902
388028934.42025,452358001.774273,506702015.39806,589912117.37481,664377423.416111,737179887.591451,824969583.671927,903014343.857399,991928338.769492,1079648580.70881,1180612312.17771,1258736329.99066,1372236256.88754,1480343039.58641,1580836450.32365,1678726812.29947,1796951879.78942,1910258788.18228,2030653628.43575,2139184827.12844
411873884.383665,477690062.353897,531639740.404805,611969869.627649,689937310.272205,768804091.53337,857056554.171543,934329378.600694,1020424250.08351,1111260902.53046,1215643443.83215,1303792655.12975,1415529551.57158,1535343266.54942,1642645987.77163,1755136784.98018,1859504301.90386,1973369166.64497,2110942940.50099,2239841763.29765
428008330.796999,495310502.580277,552464587.911901,627607828.994276,708412740.590762,791327434.980526,885035990.66301,972202218.909955,1075588779.61393,1170346848.63723,1274067127.50648,1370969517.17084,1481904219.72858,1584772006.5604,1693686554.18752,1804155097.80509,1932445918.52292,2059360032.07121,2177910629.57743,2268911610.20242
389043995.957797,448996972.616268,500110347.411986,576601924.462176,654619299.387823,736559643.641829,821972679.351325,910373099.290293,1001525543.4124,1092069595.351,1197489095.44534,1284929510.08712,1402364136.75302,1520466093.97893,1631943253.29034,1734979319.50791,1854203987.23125,1985727118.27515,2096854098.61086,2204963573.43754
435214651.718817,500839808.441295,561345792.448205,644479083.016032,729825203.266828,810475313.588973,898963460.615445,985749202.736126,1067157338.11511,1159850797.89522,1280392651.04442,1370353610.46376,1492665314.30129,1595330984.21958,1688101158.37368,1770972678.73051,1860080266.93818,1948676717.52073,2076795604.19935,2156501526.43483
472395119.189935,542579944.293284,607997856.693352,692401966.706311,772618462.829697,863750731.063245,952293584.749139,1047408242.70341,1144805922.82352,1251797597.96527,1361690766.5438,1467869593.32367,1590631705.45775,1696799758.83664,1816539723.24392,1924256112.56025,2060599226.87267,2184155895.34732,2322333463.20298,2449908989.89833
361791786.257887,422929241.10337,476961960.631661,555515776.905123,625923120.304072,701669247.057175,788126160.149911,871744826.85154,961698654.792628,1051804906.54846,1159259414.06469,1248986214.78789,1360878238.33337,1470447034.76398,1579111192.91445,1685013710.00986,1797495433.83015,1923334192.29115,2051780613.47254,2152180817.1219
443720587.449075,514474321.169362,576121553.234324,658013845.743733,735346128.089588,820658529.426436,917213666.14622,1006521428.62809,1094735858.9446,1190298543.61834,1302123605.36001,1391324539.38151,1504611681.47329,1610385113.59323,1728353255.00874,1832538626.11826,1936481162.94465,2071163999.86011,2186656831.38611,2290087873.6097
340416767.123758,402062993.196298,458899887.540976,539299644.148769,609891831.37421,688582976.851821,774060966.982505,853805046.803096,944831770.403305,1037094954.92366,1143121114.81151,1230117673.65848,1341705173.7947,1447995135.1588,1554971008.92533,1659549701.06878,1775073471.59712,1895406624.4527,2020257574.6336,2134328769.20234
362518237.027966,424977297.756231,481234205.749068,561591744.590993,633507504.315101,713424271.365123,798072147.528499,881682478.913143,972220535.948843,1061232372.05973,1166291891.70793,1253650373.03431,1367109959.64704,1474402601.07845,1578064403.04075,1680425168.45,1786753035.25715,1902617032.34565,2035700131.8238,2152128583.31487
390844690.05473,454069269.824651,513342594.783466,597967457.083675,675297521.069706,756206939.425905,839233150.772822,922681149.682809,1014696981.87534,1112492768.16377,1224571774.91308,1316253637.87699,1434869607.6804,1547685444.37424,1660518759.12416,1768403416.82281,1889057910.75433,2013819869.02219,2129219631.48207,2234536286.13953
369372773.955623,432663606.342523,487661236.792975,567803895.762467,639400241.843613,717682636.273938,804221587.01117,888615895.503003,977736164.246523,1068573817.50137,1174586457.6085,1266861501.13851,1378776787.31939,1483015185.18806,1595097827.052,1696466666.73567,1815855593.98721,1937255926.72597,2070388275.2957,2185358891.25391
356223210.403513,419992617.704065,476658447.461123,557939321.839222,624620279.542701,702197650.264613,787569066.922647,872970764.450791,955925990.627294,1044987146.91915,1153180583.80891,1240331607.59546,1358988884.90943,1463529296.64885,1566027184.53981,1672021380.99459,1789527401.82051,1915657851.48586,2040985236.18221,2154844237.55879
446360519.738039,511384624.41489,573177017.360706,651480041.669199,727857441.73611,806325876.701769,892706028.720847,977969775.183989,1072441290.41613,1175032752.01798,1294400594.16958,1384211436.99122,1511289870.10566,1618377455.67294,1735023984.90462,1835898034.25355,1950393104.89033,2085093934.94364,2228513859.01311,2344167789.39036
380278664.929744,438980000.764093,495732311.8081,576171620.126402,648126282.429667,731153237.466216,818353708.571851,901002902.208156,997413632.319116,1095121542.91418,1203284732.93063,1298120082.03722,1415159001.75057,1521149668.838,1634161922.72733,1743194577.3962,1847745432.85078,1974118185.7017,2097595128.99223,2202282222.97525
382731523.613822,448454096.173463,509351587.632543,592377740.521051,664831247.14589,745173631.070274,829913198.222455,913204691.468876,1001314595.54392,1091509229.78757,1199648565.91953,1293669544.59124,1409698680.399,1521502187.09755,1627824547.36493,1732532422.71846,1852256360.02584,1966868630.93343,2092201036.33643,2215010889.28178
380588509.504518,443407072.800071,499330219.063555,582435265.120401,654084636.271456,734001935.069279,815565120.382623,896220218.106731,987754998.963231,1075659115.82712,1184752177.78274,1275818476.84854,1385395894.68348,1490098363.84962,1599773351.33796,1688316551.23932,1799142127.9685,1926787726.42418,2056724228.42249,2170666166.1591
342508537.447275,404811431.334706,461079018.726348,540751604.521643,610210734.627638,690368791.749488,777031597.863122,855998954.072566,947032520.329352,1036630378.07525,1141114466.65448,1231649552.61491,1342143068.49118,1447876435.38537,1555174134.98098,1658714268.40005,1770632782.20414,1891924666.58437,2014472538.02779,2126619185.59734
415679773.372762,477329357.492301,535288763.189861,612462826.821602,686989820.926913,762843855.559568,851873120.31351,943633931.156106,1034010245.75985,1123185438.54849,1227280550.14597,1321351860.28798,1426812385.29147,1541197344.72817,1646606138.70964,1761202258.23286,1884987611.45599,2024190585.32703,2146143239.27576,2235231738.59946
394015883.693869,456957426.672001,514887399.694412,597104974.650584,671375896.431769,753216924.437456,844433136.223264,927765242.67791,1019524412.81087,1113832277.88536,1225168249.93495,1317393445.51264,1434256321.85115,1540073673.97949,1644769769.14799,1756378290.83992,1875347749.7888,2002240852.91109,2133178886.3176,2247408086.25843
357251038.366233,415309466.35355,469307046.109096,551063278.134656,621349421.063333,697513837.599774,780345519.543163,859755959.135074,949497501.296789,1034909358.80022,1143434594.99453,1230335199.87845,1332780450.62567,1436665074.2539,1546490823.99076,1640975785.50521,1749570382.32423,1873951436.50194,1995194576.79634,2104465921.18731
364117300.985293,423637337.363885,481641613.347274,562288940.531028,630240075.778606,708177196.071294,794428432.44988,870513254.762181,955359098.551319,1036013268.86623,1138673221.81505,1222872670.96726,1326537787.36399,1428070706.27994,1541671433.09657,1627635069.82567,1745721179.04899,1866178503.63368,1983208461.98235,2078273161.71056
431819108.835357,499124274.927995,560203521.350596,641098355.695877,720967364.662869,807025765.259564,887287376.708362,978647836.294259,1070188795.44092,1151389103.60194,1255315382.82067,1345433249.51676,1453899932.7825,1563927629.64515,1686986150.63153,1781825440.20138,1894715712.04738,2018964442.00062,2153910370.3258,2258901052.59174
395006803.946927,454850609.260001,506931428.471108,588064030.334798,665525503.626926,745097009.496598,829895536.704848,912692946.852352,999245460.023012,1090395802.55198,1198549965.07487,1294754065.29547,1417242601.90697,1524333489.45612,1630036457.06206,1723013160.62261,1831070341.83676,1948448840.25054,2062116017.01396,2177374676.01148
377305963.254312,442828160.412314,495000939.927022,573639894.154186,648920211.17839,734389456.591568,823641611.760646,905501119.199469,999832520.874647,1091176513.06937,1197258931.22735,1292945798.02733,1414529158.82433,1516502465.86922,1627170038.52791,1741190118.44049,1849546049.37873,1968620625.95296,2107891237.53757,2222171549.84817
436055702.766001,500668278.464115,557882008.343364,638193706.469044,712604547.06877,798122422.758459,895008925.782134,974276947.077021,1059665381.11711,1137478661.10816,1246136975.10649,1344299335.1167,1469339999.20021,1563296241.85229,1687864064.62318,1781896077.65995,1870441048.19293,1990084106.23123,2099550005.09556,2225575871.05137
418760156.884548,485419533.184194,544358641.110489,630751864.374502,700777295.013635,782203450.13666,871047682.191357,956995319.278025,1048950065.35293,1135872288.15452,1240688441.75396,1339831072.85783,1447051960.99536,1557330829.57042,1665524929.73333,1769544284.15779,1878955060.68219,2000134984.4385,2112248095.00201,2218131215.60509
342965078.40444,405235445.278519,458111104.352723,535436417.396761,605093923.095564,684144658.175604,770916220.162414,853864217.791328,942160825.066341,1033746526.47243,1137591051.01455,1222220867.90848,1329737326.15305,1438362971.51937,1547686701.00281,1650959016.84346,1764410439.21807,1888152319.74216,2010261839.88446,2123928144.2109
405040872.430071,467360046.359947,525771984.299109,608333115.873552,684637520.346374,769895684.780083,858711533.910377,935998980.433279,1024502565.45177,1115573103.14683,1219026137.73295,1307389371.88567,1420322445.5946,1526892330.67678,1645502353.37156,1751430669.15742,1862583058.80011,1975017268.21342,2090916289.56199,2198179881.13936
443081407.242624,510563167.936171,577810295.518839,657336505.419094,735325212.307496,826569943.863286,918521207.868116,1011650305.01709,1106454873.018,1204207556.27484,1319894714.78469,1421811611.5711,1537803382.06347,1649600016.77091,1758518150.55284,1865979184.60768,1992225496.91869,2137694689.28247,2278200834.03331,2398214215.15729
391505882.088386,448043549.369335,504500309.808618,586264705.612226,658325259.2982,736564263.532149,824491739.511177,910920162.564959,997054563.483718,1089355812.04944,1192578427.17654,1281248330.61062,1388377869.32928,1489678754.13792,1600779443.28771,1702260005.84014,1805495209.4691,1921396773.35787,2043627050.5217,2158999891.4466
420880223.7521,486179242.041951,548266318.548725,633227821.292399,707278677.335306,793341839.03356,880238550.216614,959954544.937843,1053242467.48002,1143912825.83652,1259784949.44637,1342727637.98836,1455039194.75783,1570951095.15693,1684101783.58869,1787966333.59596,1889880428.08273,2027257419.1697,2164606020.83245,2265460430.26229
411132131.938702,476150987.706107,538287418.601113,621395026.920504,694119318.968477,778724060.350755,870558564.110831,956967261.97958,1053275146.59194,1147436102.83782,1259594220.25382,1354322397.40967,1474099373.67857,1587960811.99577,1698957981.89421,1803330653.23355,1925229341.64021,2060700477.30379,2188844954.95112,2308670180.79278
476209304.841022,543543749.125744,608684037.738215,688728109.16299,770908800.811412,863719332.638042,955347662.372663,1053583455.11986,1152222730.96305,1245489350.91682,1371285901.05612,1460913908.05747,1578402400.59838,1710889394.74798,1829366389.92086,1957001816.49009,2091044284.60826,2229605102.05297,2358276274.04187,2486793159.399
365752073.515494,429268332.445204,485718957.29077,563221879.343266,637198781.443281,715287186.063611,801591537.816701,886487122.744347,976859412.929677,1071504733.96628,1178334592.21106,1270895583.32312,1386079397.16487,1488041404.9905,1592573956.34544,1694485345.22056,1806180476.53839,1923223296.50707,2046865850.35556,2150739552.06481
362239175.439543,424835226.595553,478706779.856928,555031607.258011,629493929.223161,710482371.684867,796322842.317038,872195561.313682,959444701.89468,1052129580.19686,1162462598.0109,1252352227.3343,1362523838.30509,1472006541.78944,1582433063.4843,1684829530.74009,1790394280.13888,1903607536.50316,2026095500.19794,2136370562.69694
341471516.155208,401126688.661151,456777449.885317,534009011.495863,604652806.895905,683524125.115991,767877532.262912,849007876.099229,934202009.191169,1025751989.85725,1130264806.76298,1217911688.46173,1327792956.42601,1435067579.211,1542700185.24131,1647724975.91507,1761394857.96347,1880102250.43799,2003421300.67192,2111680215.92978
342366050.414981,403863095.28238,461546570.832496,539890235.456116,611942800.717772,690676916.226504,776513785.743662,859142205.358639,947455859.446197,1035988719.93799,1145049059.45143,1230832136.25983,1341828840.19516,1450891110.48854,1557242706.45604,1655769759.35275,1761806124.25331,1884489563.91542,2006035797.54467,2115142027.29963
352551988.277036,414974752.795682,467694407.17491,549118124.494686,616208272.512594,692195855.179267,773776600.586687,854975269.574507,938927621.746032,1026314849.64526,1128159816.97615,1217041066.82166,1333964069.91756,1438778007.82278,1541289969.79124,1642981489.16863,1747456327.53809,1866039619.05954,1996098039.39327,2104274320.48154
343076498.212861,405039007.603243,461156540.408545,539225892.629951,609796223.08665,688708499.957232,770271155.736539,852340263.588538,939715447.043758,1026053628.24204,1133039422.79811,1223336063.52036,1335238109.09329,1441385130.7784,1548371798.35201,1649952114.14859,1765620671.04416,1882228334.61983,2002442686.34588,2111645754.63913
404163927.632869,469402938.364704,528838509.449843,607185311.70702,680391248.589185,760421452.698441,847602096.401282,930669338.572149,1017113273.1461,1102128815.39084,1206471390.66562,1299154199.10404,1412669196.14725,1528177777.4241,1638538865.50107,1739005200.85964,1847627059.93145,1962827644.80331,2092166153.0846,2206922913.15082
362478771.035338,426979838.954109,483597934.075294,563988584.83727,636506140.960705,714524959.687691,801347692.574469,887659287.433304,977772120.400527,1066881679.4817,1177334524.40718,1268062668.64957,1385056567.04929,1492998448.8257,1600671993.32663,1706167128.482,1824369176.87169,1948716076.30981,2075821053.70374,2190468302.66412
421620001.531073,486029528.564158,546601431.228996,629856969.550391,708901505.898995,794413168.50507,879955823.576001,973044122.767443,1059616088.43795,1153677968.50942,1263709744.2618,1353952132.77094,1482002123.21191,1599331751.47214,1706634833.6467,1816423293.96997,1937584791.96654,2061506692.98773,2191827955.34789,2311232328.3484
426188483.328958,492519778.57962,550054428.282763,634092153.349266,714834094.49628,791814433.989186,884242346.381525,975878314.494543,1073842555.67749,1172709373.2912,1281090790.63841,1368152614.72539,1481194804.98224,1603722049.42953,1715912622.13567,1807827162.70881,1925204564.30356,2048891270.70008,2162919228.9918,2283374822.1782
401428391.186548,465691801.747878,522508164.534738,602417132.981379,674229538.436868,750619409.126902,837631932.31919,923242612.965577,1018746394.62812,1118111884.39439,1222112671.39706,1315035296.11578,1431363734.28107,1550036860.44255,1658276236.23176,1765973142.71457,1887199303.59689,2018215627.29562,2145964111.72061,2274700235.04665
343572461.070182,405690053.41223,459652656.274978,538683126.60256,608295364.610331,684139516.09899,767555586.983409,850953056.022495,935949491.052054,1020062717.44622,1127070879.31157,1218270670.79406,1332579526.3059,1436589053.39713,1537931410.13243,1635697098.27039,1744182683.97319,1869720079.06712,1996118049.00085,2108923393.9345
342543886.84813,401644588.068281,456276465.895381,536413339.601937,606822387.819939,684057917.932681,764901551.356251,844147641.616769,932447276.950113,1020496937.7502,1127721829.71377,1216756983.39999,1326781878.79442,1434889342.92202,1542593479.84663,1642560539.87824,1754337982.56037,1873528962.74284,2002048616.13386,2108996380.61037
411650030.875411,479222424.048659,539357987.306041,622231286.706412,700453927.900106,783898622.120116,862233163.254606,948404578.340649,1040755852.44829,1139550292.29836,1241206611.99672,1337846368.35363,1446873863.88061,1558051916.83037,1669121351.24898,1774245508.50679,1901495782.80029,2035333280.08147,2172925499.42356,2295055767.61919
460179946.163372,523703631.797479,579883059.494883,669533874.44786,751077178.626794,833736337.816387,921601877.960532,1006330392.6863,1095119805.34797,1191297187.22584,1301824793.57886,1389988205.65029,1506166258.87217,1607779605.54478,1710527403.5782,1827113427.13695,1948093806.02588,2071888851.71349,2188808430.17567,2293329650.23393
368666906.062853,431169586.074077,486650527.999696,564256029.736545,640469474.605167,718473886.212139,805869907.959619,888767078.491877,981352869.588791,1072284665.98348,1176237565.98483,1266283113.4115,1377464118.68626,1483842022.39583,1590451658.21862,1686365125.98681,1799553883.79744,1912798365.26396,2033505464.59906,2139769502.47521
415088421.348955,478923332.332135,538052440.152497,621232367.862247,698797237.305464,781804528.873872,874328073.322613,950490778.510727,1043743939.82619,1141078029.65023,1257489573.06687,1357642048.88555,1472316295.11748,1589422012.22812,1705818198.10197,1799714838.00624,1912981271.30284,2036379531.19162,2149285279.87762,2256225343.00694
405105084.484458,471578574.376565,530547640.470617,611974755.247429,687114165.809283,772300360.820227,859837646.575013,950736059.577075,1035862768.42097,1131256447.89746,1238896992.93427,1335888653.18553,1452614952.84252,1559463934.42412,1672802906.11454,1773062324.75724,1876850211.51042,1986624310.62721,2110231717.05529,2221592756.92274
343698398.792978,405012653.85475,459247513.813827,539491509.949382,612814040.555707,691760391.954602,777148030.430425,859418868.692517,950138355.969329,1037636587.14714,1142615851.07496,1231631760.23468,1342026735.86931,1449627980.89552,1561386662.87398,1664568585.25813,1778437087.14777,1899114495.48345,2026474208.40581,2135651150.30257
440830131.709459,508859822.19926,569874060.981628,649741970.585343,730699266.877447,816508033.183109,908078697.498552,995672505.185861,1095400062.50681,1192356779.56905,1301286555.52759,1392955682.40185,1513047261.23185,1625269439.62497,1738421142.35749,1851258351.88833,1966121273.98622,2106425995.2747,2248883322.76184,2359480133.33456
357430788.958761,419138668.749623,475286345.814573,553282041.0724,626837013.368407,704186941.268021,785285095.540515,863904956.518106,952385741.688296,1045628075.89263,1150436974.79039,1238090570.93369,1349434407.26335,1453980307.21042,1567180848.66278,1662620326.48942,1769408489.40642,1886261020.99108,2009021297.26101,2106713865.17014
440249287.876842,503537407.010135,567428779.94995,652510559.379587,728688408.392398,815394553.192147,910339168.151228,988888936.527334,1085889698.94369,1179313044.61116,1292403663.85647,1379964149.11683,1495863113.58857,1608943102.18137,1708681560.5387,1823296358.72058,1950214836.91486,2090425647.75085,2203559803.38594,2318363964.13812
420774429.285911,488245725.807512,547627297.536403,628090285.143009,708405560.499675,790019128.416692,876185045.651304,967664436.449575,1067827545.24419,1165879013.97677,1283268498.15578,1379496569.0133,1494462031.69112,1607220784.1226,1720506009.21412,1825133263.0412,1951901027.57108,2075659349.00806,2210909045.9431,2321755085.03026
414873504.389166,483079259.100528,542810539.319223,630047221.151932,707656716.290162,791101224.840879,879950427.121765,961915963.378803,1053511414.7934,1143331423.02115,1246528223.54588,1330289969.27663,1443101048.55157,1555873590.10289,1671420061.64855,1784354011.16085,1902079566.03128,2035719113.45024,2163554124.74526,2288267470.96457
466944950.998128,535823732.079329,604374849.373795,689447845.49709,767156450.130862,855953434.33798,952223306.828737,1034073294.78246,1122257204.62369,1215411468.33039,1332645097.21728,1432807913.21614,1542457656.21683,1658868507.21899,1754949091.94682,1865495927.5246,1963621292.91748,2081200327.114,2187446522.94205,2293334658.67451
370152793.667647,434316822.361767,494781772.730928,570185044.556728,637522143.792507,719560955.862585,803904432.363297,887108435.255325,969784327.678992,1060772975.36681,1166099698.1484,1250508322.13948,1358283579.94407,1464727378.89418,1570551182.59263,1679823568.2842,1793294011.82753,1923901783.62445,2037435771.48092,2139057978.98467
341870021.653308,401664035.844022,457843339.544969,536977454.064193,608985231.986648,686359278.350593,769519381.934783,852379849.965801,939778242.465975,1030143406.69508,1137971272.85472,1228998167.43577,1340019900.01437,1441252899.15931,1547898679.30215,1643783385.5927,1756804373.57548,1881772291.82399,2001881166.96205,2115934708.36642
393809175.597808,459987282.36266,517787458.84863,595243552.216603,669084235.444378,744652630.432746,829607314.802215,910367647.341742,1002948620.28887,1087073667.78825,1190053499.65673,1275922807.09811,1396768962.01854,1502965406.14696,1606721189.55777,1714140945.63633,1821055839.33386,1949988791.78186,2067011980.16686,2181499898.75427
383056775.476727,447210381.955719,506832955.088471,589857940.158971,660893967.84478,742729876.344176,831404652.320276,917335320.199066,1012113121.05976,1101355194.24307,1202962763.38976,1287448281.33079,1393987311.70067,1509248708.38072,1620157554.05297,1726310160.76925,1838287709.29708,1962886381.82269,2083725602.72595,2193491845.51453
430822411.141191,496329399.773945,555548380.369655,633230737.054583,709205502.258626,791656214.425381,879635934.414346,965195979.424316,1060171296.47712,1155709130.39814,1266840293.35619,1357646116.75843,1472008825.97318,1590376020.25415,1711862140.2873,1825103486.84612,1922167531.05274,2043362978.50473,2179397421.88416,2279445302.87614
439143790.476795,507535831.349026,560594293.345199,643597010.51106,725194091.719393,811191323.905672,890323479.568138,973919870.400925,1071232617.60858,1171549274.67145,1271610732.95549,1375908232.26361,1494718076.41557,1588242976.158,1695919159.95146,1797517166.95235,1894683871.80145,2009158748.98673,2136706330.16438,2222024092.13465
